[System] Using MQTT for communication
[WiFi] Connecting to F7.
[WiFi] Connected!, IP address: 10.82.143.229
[MQTT] Attempting connection...connected
Starting FFT task...Setup complete.
Starting ADC read task...
Starting Filter task...
Starting Communication task...
0,66,4024068,4075386
[MQTT] Round-trip time: 5.12 ms
3,64,4101414,4106530
2,66,4101410,4114075
1,66,4063877,4114654
0,67,4075468,4126774
[MQTT] Round-trip time: 5.84 ms
3,65,4154580,4160419
2,67,4154589,4166855
1,67,4114877,4167468
0,68,4126852,4178186
[MQTT] Round-trip time: 4.46 ms
3,66,4207124,4211584
2,68,4207133,4219062
1,68,4167877,4219645
0,69,4178268,4229593
[MQTT] Round-trip time: 5.97 ms
3,67,4257256,4263228
2,69,4257258,4270438
1,69,4219877,4271058
0,70,4229671,4280986
[MQTT] Round-trip time: 5.15 ms
3,68,4306793,4311946
2,70,4306801,4319459
1,70,4271877,4320039
0,71,4281065,4332386
[MQTT] Round-trip time: 6.00 ms
3,69,4360289,4366293
2,71,4360285,4371657
1,71,4320877,4372259
0,72,4332465,4383774
[MQTT] Round-trip time: 5.09 ms
3,70,4410025,4415110
2,72,4410021,4420868
1,72,4372877,4421453
0,73,4383856,4435186
[MQTT] Round-trip time: 5.13 ms
3,71,4466128,4471254
2,73,4466137,4476451
1,73,4421877,4477070
0,74,4435268,4486593
[MQTT] Round-trip time: 5.10 ms
3,72,4512696,4517797
2,74,4512705,4523540
1,74,4477877,4524131
0,75,4486674,4537986
[MQTT] Round-trip time: 6.18 ms
3,73,4565602,4571779
2,75,4565611,4576945
1,75,4524877,4577551
0,76,4538069,4589386
[MQTT] Round-trip time: 5.06 ms
3,74,4615368,4620430
2,76,4615364,4626371
1,76,4577877,4626965
0,77,4589468,4640774
[MQTT] Round-trip time: 5.51 ms
3,75,4668349,4673860
2,77,4668345,4679790
1,77,4627877,4680416
0,78,4640856,4692186
[MQTT] Round-trip time: 5.11 ms
3,76,4720278,4725384
2,78,4720280,4732845
1,78,4680877,4733440
0,79,4692265,4743593
[MQTT] Round-trip time: 6.02 ms
3,77,4771234,4777251
2,79,4771231,4782611
1,79,4733877,4785087
0,80,4743671,4794986
[MQTT] Round-trip time: 5.12 ms
3,78,4821049,4826170
2,80,4821045,4833618
1,80,4785877,4834211
0,81,4795065,4846386
[MQTT] Round-trip time: 7.35 ms
3,79,4873921,4881274
2,81,4873924,4888667
1,81,4834877,4889287
0,82,4846465,4897774
[MQTT] Round-trip time: 5.30 ms
3,80,4923932,4929237
2,82,4923928,4934901
1,82,4889877,4935429
0,83,4897852,4949186
[MQTT] Round-trip time: 5.78 ms
3,81,4977109,4982885
2,83,4977109,4988326
1,83,4935877,4988960
0,84,4949268,5000593
[MQTT] Round-trip time: 5.11 ms
3,82,5026738,5031852
2,84,5026747,5037606
1,84,4989877,5038194
0,85,5000674,5051986
[MQTT] Round-trip time: 6.09 ms
3,83,5080735,5086820
2,85,5080744,5092249
1,85,5038877,5092885
0,86,5052068,5103394
[MQTT] Round-trip time: 5.12 ms
3,84,5130180,5135296
2,86,5130185,5141099
1,86,5093877,5141671
0,87,5103475,5154774
[MQTT] Round-trip time: 5.98 ms
3,85,5182556,5188538
2,87,5182545,5194139
1,87,5141877,5194755
0,88,5154856,5206186
[MQTT] Round-trip time: 5.08 ms
3,86,5232160,5237239
2,88,5232156,5243065
1,88,5194877,5243644
0,89,5206268,5257593
[MQTT] Round-trip time: 5.88 ms
3,87,5287270,5293154
2,89,5287273,5298610
1,89,5243877,5299239
0,90,5257667,5308986
[MQTT] Round-trip time: 5.06 ms
3,88,5335133,5340191
2,90,5335130,5345995
1,90,5299877,5346571
0,91,5309068,5360386
[MQTT] Round-trip time: 5.96 ms
3,89,5388110,5394069
2,91,5388107,5399477
1,91,5346877,5400106
0,92,5360469,5411774
[MQTT] Round-trip time: 5.10 ms
3,90,5438026,5443125
2,92,5438023,5449215
